$\chi^2$-ratio,LLH-difference,tracklength,vertex radius,vertex depth,endpoint radius,endpoint depth
0.5492372958560138,0.2099282511505294,0.07480433905133174,0.05421714490485428,0.05195627879900227,0.032666202585524454,0.027190487652744077
